0,1
"# 5. Support Vector Classifier on W500_O25_Features

evaluate_model.support_vector_classifier_model()","#-------------------- #5. Support Vector Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}

Best score:  0.534646193113935



#---------- Random Search -----------#

Best parameters:  {'kernel': 'rbf', 'gamma': 0.1, 'C': 1000}

Best score:  0.534646193113935



Support Vector Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.71      0.76      0.73       397

           1       0.79      0.80      0.80       414

           2       0.56      0.60      0.58       447

           3       0.59      0.62      0.60       437

           4       0.58      0.53      0.55       448

           5       0.42      0.53      0.47       388

           6       0.41      0.49      0.45       410

           7       0.44      0.43      0.44       439

           8       0.66      0.77      0.71       324

           9       0.73      0.87      0.79       339

          10       0.76      0.75      0.75       394

          11       0.46      0.32      0.38       422

          12       0.34      0.26      0.30       413

          13       0.50      0.40      0.44       351

          14       0.41      0.35      0.38       325



    accuracy                           0.56      5948

   macro avg       0.56      0.57      0.56      5948

weighted avg       0.56      0.56      0.56      5948





K-fold cross-validation scores: [0.07503025 0.09241324 0.08999193]

Mean K-fold cross-validation score: 0.08581180653024822



Straified cross validation scores: [0.08592174 0.09039548 0.09160613]

Mean Straified cross-validation score: 0.0893077856143882
"
"# 6. K-Nearest Neighbors on W500_O25_Features

evaluate_model.knn_classifier_model()","#-------------------- #6. K-Nearest Neighbors Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'metric': 'minkowski', 'n_neighbors': 100, 'p': 1, 'weights': 'distance'}

Best score:  0.3873845986749213



#---------- Random Search -----------#

Best parameters:  {'weights': 'distance', 'p': 1, 'n_neighbors': 100, 'metric': 'minkowski'}

Best score:  0.3873845986749213



K-Nearest Neighbors Metrics: 

              precision    recall  f1-score   support



           0       0.41      0.47      0.44       397

           1       0.49      0.77      0.60       414

           2       0.39      0.64      0.48       447

           3       0.43      0.67      0.52       437

           4       0.40      0.25      0.31       448

           5       0.39      0.37      0.38       388

           6       0.26      0.41      0.32       410

           7       0.28      0.29      0.28       439

           8       0.34      0.70      0.46       324

           9       0.81      0.69      0.74       339

          10       0.68      0.48      0.56       394

          11       0.67      0.14      0.23       422

          12       0.61      0.16      0.25       413

          13       0.39      0.21      0.27       351

          14       0.41      0.06      0.10       325



    accuracy                           0.42      5948

   macro avg       0.46      0.42      0.40      5948

weighted avg       0.46      0.42      0.40      5948





K-fold cross-validation scores: [0.33844292 0.36117837 0.35391445]

Mean K-fold cross-validation score: 0.35117857910673494



Straified cross validation scores: [0.33844292 0.3724778  0.34543987]

Mean Straified cross-validation score: 0.35212019869242234
"
"# 7. AdaBoost Classifier on W500_O25_Features

evaluate_model.ada_boost_classifier_model()","#-------------------- #7. Ada-Boost Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'estimator': DecisionTreeClassifier(max_depth=1), 'learning_rate': 0.5, 'n_estimators': 50}

Best score:  0.24207668078635822



#---------- Random Search -----------#

Best parameters:  {'n_estimators': 50, 'learning_rate': 0.5, 'estimator': DecisionTreeClassifier(max_depth=1)}

Best score:  0.24207668078635822



Ada-Boost Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.00      0.00      0.00       397

           1       0.24      0.36      0.29       414

           2       0.09      0.01      0.02       447

           3       0.18      0.91      0.29       437

           4       0.24      0.27      0.25       448

           5       0.36      0.52      0.43       388

           6       0.22      0.10      0.13       410

           7       0.00      0.00      0.00       439

           8       0.30      0.40      0.35       324

           9       0.35      0.60      0.44       339

          10       0.13      0.06      0.08       394

          11       0.32      0.29      0.30       422

          12       0.24      0.02      0.04       413

          13       0.23      0.04      0.07       351

          14       0.10      0.03      0.05       325



    accuracy                           0.24      5948

   macro avg       0.20      0.24      0.18      5948

weighted avg       0.20      0.24      0.18      5948





K-fold cross-validation scores: [0.23638564 0.24697337 0.24939467]

Mean K-fold cross-validation score: 0.2442512260372114



Straified cross validation scores: [0.23396531 0.2425343  0.20258273]

Mean Straified cross-validation score: 0.22636077948498898
"
"# 8. Gradient Boost on W500_O25_Features

evaluate_model.gradient_boost_model()","#-------------------- #9. Gradient Boost Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'random_state': 42}

Best score:  0.5635481155642446



#---------- Random Search -----------#

Best parameters:  {'random_state': 42, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.2}

Best score:  0.5635481155642446



Gradient Boost Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.70      0.72      0.71       397

           1       0.78      0.83      0.80       414

           2       0.62      0.60      0.61       447

           3       0.54      0.55      0.54       437

           4       0.60      0.57      0.59       448

           5       0.50      0.66      0.57       388

           6       0.38      0.45      0.41       410

           7       0.41      0.47      0.44       439

           8       0.67      0.77      0.72       324

           9       0.92      0.85      0.88       339

          10       0.86      0.77      0.81       394

          11       0.40      0.31      0.35       422

          12       0.39      0.34      0.37       413

          13       0.50      0.37      0.42       351

          14       0.35      0.34      0.34       325



    accuracy                           0.57      5948

   macro avg       0.57      0.57      0.57      5948

weighted avg       0.57      0.57      0.57      5948





K-fold cross-validation scores: [0.67164179 0.68482647 0.6763519 ]

Mean K-fold cross-validation score: 0.677606720232574



Straified cross validation scores: [0.68091973 0.68966909 0.68321227]

Mean Straified cross-validation score: 0.6846003605426828
"
"# 9. XGBoost Classifier on W500_O25_Features

evaluate_model.xg_boost_classifier_model()","-------------------- #8. XG Boost Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'gamma': 0, 'learning_rate': 0.2, 'n_estimators': 50, 'subsample': 0.8}

Best score:  0.5884367872271098



#---------- Random Search -----------#

Best parameters:  {'subsample': 0.8, 'n_estimators': 50, 'learning_rate': 0.2, 'gamma': 0}

Best score:  0.5884367872271098



XG Boost Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.68      0.68      0.68       397

           1       0.74      0.85      0.79       414

           2       0.64      0.63      0.63       447

           3       0.60      0.63      0.62       437

           4       0.55      0.56      0.56       448

           5       0.55      0.68      0.61       388

           6       0.44      0.51      0.47       410

           7       0.41      0.48      0.44       439

           8       0.67      0.81      0.73       324

           9       0.94      0.90      0.92       339

          10       0.83      0.83      0.83       394

          11       0.54      0.36      0.43       422

          12       0.47      0.35      0.40       413

          13       0.56      0.42      0.48       351

          14       0.42      0.38      0.40       325



    accuracy                           0.60      5948

   macro avg       0.60      0.60      0.60      5948

weighted avg       0.60      0.60      0.60      5948





K-fold cross-validation scores: [0.70471965 0.72477805 0.70903955]

Mean K-fold cross-validation score: 0.7128457466175654



Straified cross validation scores: [0.71641791 0.71953188 0.71267151]

Mean Straified cross-validation score: 0.7162071000927566
"
"# 10. Artificial Neural Network on W500_O25_Features

evaluate_model.ann_model()","#----------------------- #10. Artificial Neural Net Model ------------------------#

#---------- Grid Search ------------#

Best parameters:  {'batch_size': 50, 'epochs': 150, 'model__activation': 'tanh', 'model__n_neurons': 64}

Best score:  0.5420060823286631



#---------- Random Search -----------#

Best parameters:  {'model__n_neurons': 64, 'model__activation': 'tanh', 'epochs': 100, 'batch_size': 50}

Best score:  0.5520975887911371



Artificial Neural Net Metrics: 

              precision    recall  f1-score   support



           0       0.58      0.70      0.64       397

           1       0.73      0.78      0.76       414

           2       0.55      0.68      0.61       447

           3       0.55      0.63      0.59       437

           4       0.58      0.61      0.59       448

           5       0.52      0.56      0.54       388

           6       0.43      0.44      0.44       410

           7       0.46      0.52      0.49       439

           8       0.69      0.79      0.74       324

           9       0.93      0.85      0.89       339

          10       0.82      0.80      0.81       394

          11       0.43      0.32      0.37       422

          12       0.39      0.22      0.28       413

          13       0.45      0.42      0.44       351

          14       0.41      0.29      0.34       325



    accuracy                           0.57      5948

   macro avg       0.57      0.57      0.57      5948

weighted avg       0.56      0.57      0.56      5948





K-fold cross-validation scores: [0.27218934911242604, 0.2814097390368577]

Average score: 0.27679954407464186



Stratified cross-validation scores: [0.29316837009144703, 0.2948614474038203]

Average score: 0.2940149087476337
"
"# 1. Logistic Regression on W500_O50_Features

evaluate_model.logistic_regression_model()","#------------------- #1. Logistic Regression Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'C': 10, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}

Best score:  0.437269656864363



#---------- Random Search -----------#

Best parameters:  {'solver': 'lbfgs', 'penalty': 'l2', 'max_iter': 500, 'C': 10}

Best score:  0.437269656864363

Logistic Regression Metrics: 

              precision    recall  f1-score   support



           0       0.38      0.43      0.41       591

           1       0.43      0.66      0.52       619

           2       0.36      0.38      0.37       667

           3       0.29      0.56      0.38       651

           4       0.39      0.34      0.36       667

           5       0.48      0.54      0.51       579

           6       0.44      0.45      0.45       610

           7       0.27      0.19      0.22       652

           8       0.68      0.70      0.69       484

           9       0.90      0.84      0.87       502

          10       0.81      0.78      0.80       589

          11       0.46      0.23      0.31       631

          12       0.27      0.19      0.23       619

          13       0.41      0.32      0.36       523

          14       0.37      0.20      0.26       484



    accuracy                           0.45      8868

   macro avg       0.46      0.45      0.45      8868

weighted avg       0.45      0.45      0.44      8868





K-fold cross-validation scores: [0.23985573 0.23264202 0.22272317 0.22723174 0.21750903 0.21299639

 0.23104693 0.20126354 0.25631769 0.23555957]

Mean K-fold cross-validation score: 0.22771458008483264



Straified cross validation scores: [0.24526601 0.19927863 0.23354373 0.22633003 0.2265343  0.22382671

 0.24277978 0.21841155 0.22382671 0.23104693]

Mean Straified cross-validation score: 0.22708443877301893
"
"# 2. Decision Tree Classifier on W500_O50_Features

evaluate_model.decission_tree_classifier_model()","#-------------------- #2. Decission Tree Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5}

Best score:  0.4787757327280084



#---------- Random Search -----------#

Best parameters:  {'min_samples_split': 2, 'max_depth': 50, 'criterion': 'entropy'}

Best score:  0.4851119643357011



Decission Tree Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.65      0.64      0.65       591

           1       0.73      0.69      0.71       619

           2       0.55      0.55      0.55       667

           3       0.51      0.54      0.52       651

           4       0.42      0.39      0.40       667

           5       0.45      0.46      0.45       579

           6       0.38      0.38      0.38       610

           7       0.38      0.43      0.40       652

           8       0.66      0.68      0.67       484

           9       0.88      0.85      0.87       502

          10       0.68      0.69      0.68       589

          11       0.34      0.33      0.33       631

          12       0.37      0.34      0.35       619

          13       0.36      0.36      0.36       523

          14       0.33      0.36      0.35       484



    accuracy                           0.51      8868

   macro avg       0.51      0.51      0.51      8868

weighted avg       0.51      0.51      0.51      8868





K-fold cross-validation scores: [0.61380244 0.62598106 0.62587981]

Mean K-fold cross-validation score: 0.6218877654312215



Straified cross validation scores: [0.61001353 0.62381597 0.63616676]

Mean Straified cross-validation score: 0.623332085408832
"
"# 3. Random Forest Classifier on W500_O50_Features

evaluate_model.random_forest_classifier_model()","#-------------------- #3. Random Forest Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'bootstrap': True, 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 100}

Best score:  0.598825532684736



#---------- Random Search -----------#

Best parameters:  {'n_estimators': 100, 'max_depth': 20, 'criterion': 'gini', 'bootstrap': True}

Best score:  0.6096540284302256



Random Forest Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.76      0.81      0.79       591

           1       0.83      0.84      0.83       619

           2       0.59      0.76      0.67       667

           3       0.66      0.69      0.67       651

           4       0.58      0.60      0.59       667

           5       0.54      0.73      0.62       579

           6       0.49      0.55      0.52       610

           7       0.49      0.54      0.52       652

           8       0.76      0.84      0.80       484

           9       0.92      0.93      0.93       502

          10       0.79      0.86      0.82       589

          11       0.58      0.41      0.48       631

          12       0.60      0.36      0.45       619

          13       0.62      0.49      0.55       523

          14       0.64      0.39      0.48       484



    accuracy                           0.65      8868

   macro avg       0.66      0.65      0.65      8868

weighted avg       0.65      0.65      0.64      8868





K-fold cross-validation scores: [0.74154263 0.74046008 0.74363833]

Mean K-fold cross-validation score: 0.7418803462636383



Straified cross validation scores: [0.74127199 0.75074425 0.7485111 ]

Mean Straified cross-validation score: 0.7468424457464212
"
"# 4. Gaussian Naive Bayes on W500_O50_Features

evaluate_model.gaussian_naive_bias_classifier_model()","#-------------------- #4. Gaussian Naive Bias Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'var_smoothing': 0.0001}

Best score:  0.2847441487495615



#---------- Random Search -----------#

Best parameters:  {'var_smoothing': 0.0001}

Best score:  0.2847441487495615



Gaussian Naive Bias Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.14      0.86      0.25       591

           1       0.31      0.06      0.10       619

           2       0.21      0.16      0.18       667

           3       0.19      0.03      0.05       651

           4       0.29      0.22      0.25       667

           5       0.45      0.28      0.35       579

           6       0.32      0.41      0.36       610

           7       0.14      0.10      0.12       652

           8       0.52      0.60      0.55       484

           9       0.71      0.73      0.72       502

          10       0.57      0.66      0.61       589

          11       0.45      0.12      0.19       631

          12       0.37      0.05      0.09       619

          13       0.29      0.14      0.19       523

          14       0.27      0.12      0.17       484



    accuracy                           0.29      8868

   macro avg       0.35      0.30      0.28      8868

weighted avg       0.34      0.29      0.27      8868





K-fold cross-validation scores: [0.22083897 0.19756428 0.19030861]

Mean K-fold cross-validation score: 0.20290395206211587



Straified cross validation scores: [0.20568336 0.1962111  0.184353  ]

Mean Straified cross-validation score: 0.19541581894495919
"
"# 5. Support Vector Classifier on W500_O50_Features

evaluate_model.support_vector_classifier_model()","#-------------------- #5. Support Vector Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}

Best score:  0.5762572533258035



#---------- Random Search -----------#

Best parameters:  {'kernel': 'rbf', 'gamma': 0.1, 'C': 1000}

Best score:  0.5762572533258035



Support Vector Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.77      0.77      0.77       591

           1       0.83      0.84      0.83       619

           2       0.62      0.76      0.69       667

           3       0.63      0.65      0.64       651

           4       0.61      0.65      0.63       667

           5       0.51      0.59      0.54       579

           6       0.52      0.47      0.50       610

           7       0.54      0.49      0.51       652

           8       0.76      0.83      0.79       484

           9       0.87      0.90      0.89       502

          10       0.71      0.88      0.78       589

          11       0.45      0.32      0.37       631

          12       0.44      0.40      0.42       619

          13       0.54      0.51      0.52       523

          14       0.52      0.37      0.43       484



    accuracy                           0.63      8868

   macro avg       0.62      0.63      0.62      8868

weighted avg       0.62      0.63      0.62      8868





K-fold cross-validation scores: [0.08903924 0.09418133 0.09664321]

Mean K-fold cross-validation score: 0.0932879245110688



Straified cross validation scores: [0.09364005 0.09607578 0.09799675]

Mean Straified cross-validation score: 0.09590419456486143
"
"# 6. K-Nearest Neighbors on W500_O50_Features

evaluate_model.knn_classifier_model()","#-------------------- #6. K-Nearest Neighbors Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'metric': 'minkowski', 'n_neighbors': 100, 'p': 1, 'weights': 'distance'}

Best score:  0.4300478074695045



#---------- Random Search -----------#

Best parameters:  {'weights': 'distance', 'p': 1, 'n_neighbors': 100, 'metric': 'minkowski'}

Best score:  0.4300478074695045



K-Nearest Neighbors Metrics: 

              precision    recall  f1-score   support



           0       0.57      0.69      0.63       591

           1       0.58      0.72      0.65       619

           2       0.43      0.67      0.52       667

           3       0.43      0.73      0.54       651

           4       0.52      0.32      0.40       667

           5       0.42      0.43      0.42       579

           6       0.28      0.40      0.33       610

           7       0.34      0.39      0.36       652

           8       0.43      0.76      0.55       484

           9       0.77      0.68      0.72       502

          10       0.70      0.63      0.66       589

          11       0.63      0.19      0.29       631

          12       0.60      0.21      0.31       619

          13       0.48      0.27      0.35       523

          14       0.47      0.10      0.16       484



    accuracy                           0.48      8868

   macro avg       0.51      0.48      0.46      8868

weighted avg       0.51      0.48      0.46      8868





K-fold cross-validation scores: [0.36589986 0.35967524 0.3946941 ]

Mean K-fold cross-validation score: 0.37342306667555597



Straified cross validation scores: [0.37618403 0.38322057 0.37520303]

Mean Straified cross-validation score: 0.37820254425186683
"
"# 7. AdaBoost Classifier on W500_O50_Features

evaluate_model.ada_boost_classifier_model()","#-------------------- #7. Ada-Boost Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'estimator': DecisionTreeClassifier(max_depth=1), 'learning_rate': 0.5, 'n_estimators': 50}

Best score:  0.2125354338793726



#---------- Random Search -----------#

Best parameters:  {'n_estimators': 50, 'learning_rate': 0.5, 'estimator': DecisionTreeClassifier(max_depth=1)}

Best score:  0.2125354338793726



Ada-Boost Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.37      0.38      0.38       591

           1       0.00      0.00      0.00       619

           2       0.16      0.31      0.21       667

           3       0.17      0.29      0.22       651

           4       0.20      0.31      0.25       667

           5       0.34      0.58      0.43       579

           6       0.14      0.10      0.12       610

           7       0.13      0.09      0.11       652

           8       0.27      0.08      0.12       484

           9       0.29      0.58      0.39       502

          10       0.08      0.03      0.04       589

          11       0.08      0.14      0.10       631

          12       0.40      0.22      0.29       619

          13       0.19      0.03      0.06       523

          14       0.38      0.05      0.09       484



    accuracy                           0.21      8868

   macro avg       0.21      0.21      0.19      8868

weighted avg       0.21      0.21      0.19      8868





K-fold cross-validation scores: [0.26008119 0.28470907 0.26827287]

Mean K-fold cross-validation score: 0.2710210440121725



Straified cross validation scores: [0.2232747  0.26603518 0.25933947]

Mean Straified cross-validation score: 0.24954978254121873
"
"# 8. Gradient Boost on W500_O50_Features

evaluate_model.gradient_boost_model()","#-------------------- #9. Gradient Boost Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'random_state': 42}

Best score:  0.5879945921696476



#---------- Random Search -----------#

Best parameters:  {'random_state': 42, 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1}

Best score:  0.5879945921696476

Gradient Boost Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.74      0.69      0.72       591

           1       0.80      0.84      0.82       619

           2       0.66      0.71      0.69       667

           3       0.62      0.64      0.63       651

           4       0.62      0.64      0.63       667

           5       0.57      0.74      0.65       579

           6       0.45      0.51      0.48       610

           7       0.49      0.53      0.51       652

           8       0.81      0.82      0.81       484

           9       0.88      0.87      0.88       502

          10       0.82      0.81      0.82       589

          11       0.49      0.40      0.44       631

          12       0.48      0.37      0.42       619

          13       0.53      0.51      0.52       523

          14       0.49      0.40      0.44       484



    accuracy                           0.63      8868

   macro avg       0.63      0.63      0.63      8868

weighted avg       0.63      0.63      0.63      8868





K-fold cross-validation scores: [0.69882777 0.7141569  0.7276826  0.7213706  0.71750903 0.71480144

 0.70848375 0.72202166 0.72472924 0.72021661]

Mean K-fold cross-validation score: 0.7169799604808702



Straified cross validation scores: [0.71686204 0.71866546 0.70333634 0.72407574 0.72833935 0.71119134

 0.72021661 0.70487365 0.72743682 0.68953069]

Mean Straified cross-validation score: 0.7144528032865332
"
"# 9. XGBoost Classifier on W500_O50_Features

evaluate_model.xg_boost_classifier_model()","-------------------- #8. XG Boost Classifier Model --------------------#

#---------- Grid Search ------------#

Best parameters:  {'gamma': 0, 'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 0.8}

Best score:  0.628156655946352



#---------- Random Search -----------#

Best parameters:  {'subsample': 0.8, 'n_estimators': 100, 'learning_rate': 0.1, 'gamma': 0}

Best score:  0.628156655946352

XG Boost Classifier Metrics: 

              precision    recall  f1-score   support



           0       0.81      0.76      0.78       591

           1       0.85      0.89      0.87       619

           2       0.67      0.77      0.72       667

           3       0.69      0.69      0.69       651

           4       0.63      0.66      0.65       667

           5       0.64      0.77      0.70       579

           6       0.50      0.57      0.53       610

           7       0.53      0.54      0.54       652

           8       0.80      0.86      0.83       484

           9       0.92      0.93      0.92       502

          10       0.83      0.86      0.85       589

          11       0.57      0.47      0.52       631

          12       0.57      0.42      0.48       619

          13       0.59      0.55      0.57       523

          14       0.56      0.46      0.51       484



    accuracy                           0.68      8868

   macro avg       0.68      0.68      0.68      8868

weighted avg       0.67      0.68      0.67      8868





K-fold cross-validation scores: [0.75022543 0.76735798 0.7754734  0.78449053 0.77707581 0.77075812

 0.76353791 0.78700361 0.79061372 0.76083032]

Mean K-fold cross-validation score: 0.7727366834530734



Straified cross validation scores: [0.75563571 0.77006312 0.77727683 0.77457169 0.78971119 0.76444043

 0.75812274 0.76444043 0.79693141 0.76805054]

Mean Straified cross-validation score: 0.7719244090848425
"
"# 10. Artificial Neural Network on W500_O50_Features

evaluate_model.ann_model()","#----------------------- #10. Artificial Neural Net Model ------------------------#

#---------- Grid Search ------------#

Best parameters:  {'batch_size': 50, 'epochs': 150, 'model__activation': 'tanh', 'model__n_neurons': 16}

Best score:  0.4814888157902779



#---------- Random Search -----------#

Best parameters:  {'model__n_neurons': 16, 'model__activation': 'tanh', 'epochs': 150, 'batch_size': 50}

Best score:  0.4833138362957829



Artificial Neural Net Metrics: 

              precision    recall  f1-score   support



           0       0.59      0.58      0.58       591

           1       0.66      0.77      0.71       619

           2       0.49      0.45      0.47       667

           3       0.42      0.57      0.48       651

           4       0.55      0.58      0.57       667

           5       0.45      0.51      0.48       579

           6       0.41      0.41      0.41       610

           7       0.34      0.50      0.40       652

           8       0.70      0.75      0.72       484

           9       0.85      0.89      0.87       502

          10       0.83      0.76      0.80       589

          11       0.39      0.19      0.26       631

          12       0.34      0.27      0.30       619

          13       0.41      0.34      0.37       523

          14       0.32      0.21      0.25       484



    accuracy                           0.52      8868

   macro avg       0.52      0.52      0.51      8868

weighted avg       0.51      0.52      0.51      8868





K-fold cross-validation scores: [0.2199566943341754, 0.23348971490436665]

Average score: 0.22672320461927103



Stratified cross-validation scores: [0.23060267051605918, 0.25153374233128833]

Average score: 0.24106820642367377
"
